"text","chapter","chapter-title"
") time.","chapter-16","Patterns of Algorithms"
"It is possible to do better than this by rearranging and grouping the multiplications","chapter-16","Patterns of Algorithms"
"in various ways. One example of this is known as Strassen’s matrix multiplication","chapter-16","Patterns of Algorithms"
"algorithm.","chapter-16","Patterns of Algorithms"
"For simplicity, we will assume that n is a power of two. In the following, A","chapter-16","Patterns of Algorithms"
"and B are n × n arrays, while Aij and Bij refer to arrays of size n/2 × n/2. Using","chapter-16","Patterns of Algorithms"
"Sec. 16.3 Numerical Algorithms 525","chapter-16","Patterns of Algorithms"
"this notation, we can think of matrix multiplication using divide and conquer in the","chapter-16","Patterns of Algorithms"
"following way:","chapter-16","Patterns of Algorithms"
"A11 A12","chapter-16","Patterns of Algorithms"
"A21 A22  B11 B12","chapter-16","Patterns of Algorithms"
"B21 B22 ","chapter-16","Patterns of Algorithms"
"=","chapter-16","Patterns of Algorithms"
"A11B11 + A12B21 A11B12 + A12B22","chapter-16","Patterns of Algorithms"
"A21B11 + A22B21 A21B12 + A22B22 ","chapter-16","Patterns of Algorithms"
".","chapter-16","Patterns of Algorithms"
"Of course, each of the multiplications and additions on the right side of this","chapter-16","Patterns of Algorithms"
"equation are recursive calls on arrays of half size, and additions of arrays of half","chapter-16","Patterns of Algorithms"
"size, respectively. The recurrence relation for this algorithm is","chapter-16","Patterns of Algorithms"
"T(n) = 8T(n/2) + 4(n/2)2 = Θ(n","chapter-16","Patterns of Algorithms"
"3","chapter-16","Patterns of Algorithms"
").","chapter-16","Patterns of Algorithms"
"This closed form solution can easily be obtained by applying the Master Theo-","chapter-16","Patterns of Algorithms"
"rem 14.1.","chapter-16","Patterns of Algorithms"
"Strassen’s algorithm carefully rearranges the way that the various terms are","chapter-16","Patterns of Algorithms"
"multiplied and added together. It does so in a particular order, as expressed by the","chapter-16","Patterns of Algorithms"
"following equation:","chapter-16","Patterns of Algorithms"
"A11 A12","chapter-16","Patterns of Algorithms"
"A21 A22  B11 B12","chapter-16","Patterns of Algorithms"
"B21 B22 ","chapter-16","Patterns of Algorithms"
"=","chapter-16","Patterns of Algorithms"
"s1 + s2 − s4 + s6 s4 + s5","chapter-16","Patterns of Algorithms"
"s6 + s7 s2 − s3 + s5 − s7","chapter-16","Patterns of Algorithms"
".","chapter-16","Patterns of Algorithms"
"In other words, the result of the multiplication for an n × n array is obtained by","chapter-16","Patterns of Algorithms"
"a different series of matrix multiplications and additions for n/2 × n/2 arrays.","chapter-16","Patterns of Algorithms"
"Multiplications between subarrays also use Strassen’s algorithm, and the addition","chapter-16","Patterns of Algorithms"
"of two subarrays requires Θ(n","chapter-16","Patterns of Algorithms"
"2","chapter-16","Patterns of Algorithms"
") time. The subfactors are defined as follows:","chapter-16","Patterns of Algorithms"
"s1 = (A12 − A22) · (B21 + B22)","chapter-16","Patterns of Algorithms"
"s2 = (A11 + A22) · (B11 + B22)","chapter-16","Patterns of Algorithms"
"s3 = (A11 − A21) · (B11 + B12)","chapter-16","Patterns of Algorithms"
"s4 = (A11 + A12) · B22","chapter-16","Patterns of Algorithms"
"s5 = A11 · (B12 − B22)","chapter-16","Patterns of Algorithms"
"s6 = A22 · (B21 − B11)","chapter-16","Patterns of Algorithms"
"s7 = (A21 + A22) · B11","chapter-16","Patterns of Algorithms"
"With a little effort, you should be able to verify that this peculiar combination of","chapter-16","Patterns of Algorithms"
"operations does in fact produce the correct answer!","chapter-16","Patterns of Algorithms"
"Now, looking at the list of operations to compute the s factors, and then count-","chapter-16","Patterns of Algorithms"
"ing the additions/subtractions needed to put them together to get the final answers,","chapter-16","Patterns of Algorithms"
"we see that we need a total of seven (array) multiplications and 18 (array) addi-","chapter-16","Patterns of Algorithms"
"tions/subtractions to do the job. This leads to the recurrence","chapter-16","Patterns of Algorithms"
"T(n) = 7T(n/2) + 18(n/2)2","chapter-16","Patterns of Algorithms"
"T(n) = Θ(n","chapter-16","Patterns of Algorithms"
"log2 7","chapter-16","Patterns of Algorithms"
") = Θ(n","chapter-16","Patterns of Algorithms"
"2.81).","chapter-16","Patterns of Algorithms"
"526 Chap. 16 Patterns of Algorithms","chapter-16","Patterns of Algorithms"
"We obtained this closed form solution again by applying the Master Theorem.","chapter-16","Patterns of Algorithms"
"Unfortunately, while Strassen’s algorithm does in fact reduce the asymptotic","chapter-16","Patterns of Algorithms"
"complexity over the standard algorithm, the cost of the large number of addition","chapter-16","Patterns of Algorithms"
"and subtraction operations raises the constant factor involved considerably. This","chapter-16","Patterns of Algorithms"
"means that an extremely large array size is required to make Strassen’s algorithm","chapter-16","Patterns of Algorithms"
"practical in real applications.","chapter-16","Patterns of Algorithms"
"16.3.4 Random Numbers","chapter-16","Patterns of Algorithms"
"The success of randomized algorithms such as were presented in Section 16.2 de-","chapter-16","Patterns of Algorithms"
"pend on having access to a good random number generator. While modern compil-","chapter-16","Patterns of Algorithms"
"ers are likely to include a random number generator that is good enough for most","chapter-16","Patterns of Algorithms"
"purposes, it is helpful to understand how they work, and to even be able to construct","chapter-16","Patterns of Algorithms"
"your own in case you don’t trust the one provided. This is easy to do.","chapter-16","Patterns of Algorithms"
"First, let us consider what a random sequence. From the following list, which","chapter-16","Patterns of Algorithms"
"appears to be a sequence of “random” numbers?","chapter-16","Patterns of Algorithms"
"• 1, 1, 1, 1, 1, 1, 1, 1, 1, ...","chapter-16","Patterns of Algorithms"
"• 1, 2, 3, 4, 5, 6, 7, 8, 9, ...","chapter-16","Patterns of Algorithms"
"• 2, 7, 1, 8, 2, 8, 1, 8, 2, ...","chapter-16","Patterns of Algorithms"
"In fact, all three happen to be the beginning of a some sequence in which one","chapter-16","Patterns of Algorithms"
"could continue the pattern to generate more values (in case you do not recognize","chapter-16","Patterns of Algorithms"
"it, the third one is the initial digits of the irrational constant e). Viewed as a series","chapter-16","Patterns of Algorithms"
"of digits, ideally every possible sequence has equal probability of being generated","chapter-16","Patterns of Algorithms"
"(even the three sequences above). In fact, definitions of randomness generally have","chapter-16","Patterns of Algorithms"
"features such as:","chapter-16","Patterns of Algorithms"
"• One cannot predict the next item. The series is unpredictable.","chapter-16","Patterns of Algorithms"
"• The series cannot be described more briefly than simply listing it out. This is","chapter-16","Patterns of Algorithms"
"the equidistribution property.","chapter-16","Patterns of Algorithms"
"There is no such thing as a random number sequence, only “random enough”","chapter-16","Patterns of Algorithms"
"sequences. A sequence is pseudorandom if no future term can be predicted in","chapter-16","Patterns of Algorithms"
"polynomial time, given all past terms.","chapter-16","Patterns of Algorithms"
"Most computer systems use a deterministic algorithm to select pseudorandom","chapter-16","Patterns of Algorithms"
"numbers.1 The most commonly used approach historically is known as the Linear","chapter-16","Patterns of Algorithms"
"Congruential Method (LCM). The LCM method is quite simple. We begin by","chapter-16","Patterns of Algorithms"
"picking a seed that we will call r(1). Then, we can compute successive terms as","chapter-16","Patterns of Algorithms"
"follows.","chapter-16","Patterns of Algorithms"
"r(i) = (r(i − 1) × b) mod t","chapter-16","Patterns of Algorithms"
"where b and t are constants.","chapter-16","Patterns of Algorithms"
"1Another approach is based on using a computer chip that generates random numbers resulting","chapter-16","Patterns of Algorithms"
"from “thermal noise” in the system. Time will tell if this approach replaces deterministic approaches.","chapter-16","Patterns of Algorithms"
"Sec. 16.3 Numerical Algorithms 527","chapter-16","Patterns of Algorithms"
"By definition of the mod function, all generated numbers must be in the range","chapter-16","Patterns of Algorithms"
"0 to t − 1. Now, consider what happens when r(i) = r(j) for values i and j. Of","chapter-16","Patterns of Algorithms"
"course then r(i + 1) = r(j + 1) which means that we have a repeating cycle.","chapter-16","Patterns of Algorithms"
"Since the values coming out of the random number generator are between 0 and","chapter-16","Patterns of Algorithms"
"t − 1, the longest cycle that we can hope for has length t. In fact, since r(0) = 0, it","chapter-16","Patterns of Algorithms"
"cannot even be quite this long. It turns out that to get a good result, it is crucial to","chapter-16","Patterns of Algorithms"
"pick good values for both b and t. To see why, consider the following example.","chapter-16","Patterns of Algorithms"
"Example 16.4 Given a t value of 13, we can get very different results","chapter-16","Patterns of Algorithms"
"depending on the b value that we pick, in ways that are hard to predict.","chapter-16","Patterns of Algorithms"
"r(i) = 6r(i − 1) mod 13 =","chapter-16","Patterns of Algorithms"
"..., 1, 6, 10, 8, 9, 2, 12, 7, 3, 5, 4, 11, 1, ...","chapter-16","Patterns of Algorithms"
"r(i) = 7r(i − 1) mod 13 =","chapter-16","Patterns of Algorithms"
"..., 1, 7, 10, 5, 9, 11, 12, 6, 3, 8, 4, 2, 1, ...","chapter-16","Patterns of Algorithms"
"r(i) = 5r(i − 1) mod 13 =","chapter-16","Patterns of Algorithms"
"..., 1, 5, 12, 8, 1, ...","chapter-16","Patterns of Algorithms"
"..., 2, 10, 11, 3, 2, ...","chapter-16","Patterns of Algorithms"
"..., 4, 7, 9, 6, 4, ...","chapter-16","Patterns of Algorithms"
"..., 0, 0, ...","chapter-16","Patterns of Algorithms"
"Clearly, a b value of 5 is far inferior to b values of 6 or 7 in this example.","chapter-16","Patterns of Algorithms"
"If you would like to write a simple LCM random number generator of your","chapter-16","Patterns of Algorithms"
"own, an effective one can be made with the following formula.","chapter-16","Patterns of Algorithms"
"r(i) = 16807r(i − 1) mod 231 − 1.","chapter-16","Patterns of Algorithms"
"16.3.5 The Fast Fourier Transform","chapter-16","Patterns of Algorithms"
"As noted at the beginning of this section, multiplication is considerably more diffi-","chapter-16","Patterns of Algorithms"
"cult than addition. The cost to multiply two n-bit numbers directly is O(n","chapter-16","Patterns of Algorithms"
"2","chapter-16","Patterns of Algorithms"
"), while","chapter-16","Patterns of Algorithms"
"addition of two n-bit numbers is O(n).","chapter-16","Patterns of Algorithms"
"Recall from Section 2.3 that one property of logarithms is","chapter-16","Patterns of Algorithms"
"log nm = log n + log m.","chapter-16","Patterns of Algorithms"
"Thus, if taking logarithms and anti-logarithms were cheap, then we could reduce","chapter-16","Patterns of Algorithms"
"multiplication to addition by taking the log of the two operands, adding, and then","chapter-16","Patterns of Algorithms"
"taking the anti-log of the sum.","chapter-16","Patterns of Algorithms"
"Under normal circumstances, taking logarithms and anti-logarithms is expen-","chapter-16","Patterns of Algorithms"
"sive, and so this reduction would not be considered practical. However, this re-","chapter-16","Patterns of Algorithms"
"duction is precisely the basis for the slide rule. The slide rule uses a logarithmic","chapter-16","Patterns of Algorithms"
"scale to measure the lengths of two numbers, in effect doing the conversion to log-","chapter-16","Patterns of Algorithms"
"arithms automatically. These two lengths are then added together, and the inverse","chapter-16","Patterns of Algorithms"
"528 Chap. 16 Patterns of Algorithms","chapter-16","Patterns of Algorithms"
"logarithm of the sum is read off another logarithmic scale. The part normally con-","chapter-16","Patterns of Algorithms"
"sidered expensive (taking logarithms and anti-logarithms) is cheap because it is a","chapter-16","Patterns of Algorithms"
"physical part of the slide rule. Thus, the entire multiplication process can be done","chapter-16","Patterns of Algorithms"
"cheaply via a reduction to addition. In the days before electronic calculators, slide","chapter-16","Patterns of Algorithms"
"rules were routinely used by scientists and engineers to do basic calculations of this","chapter-16","Patterns of Algorithms"
"nature.","chapter-16","Patterns of Algorithms"
"Now consider the problem of multiplying polynomials. A vector a of n values","chapter-16","Patterns of Algorithms"
"can uniquely represent a polynomial of degree n − 1, expressed as","chapter-16","Patterns of Algorithms"
"Pa(x) =","chapter-16","Patterns of Algorithms"
"nX−1","chapter-16","Patterns of Algorithms"
"i=0","chapter-16","Patterns of Algorithms"
"aix","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
".","chapter-16","Patterns of Algorithms"
"Alternatively, a polynomial can be uniquely represented by a list of its values at","chapter-16","Patterns of Algorithms"
"n distinct points. Finding the value for a polynomial at a given point is called","chapter-16","Patterns of Algorithms"
"evaluation. Finding the coefficients for the polynomial given the values at n points","chapter-16","Patterns of Algorithms"
"is called interpolation.","chapter-16","Patterns of Algorithms"
"To multiply two n − 1-degree polynomials A and B normally takes Θ(n","chapter-16","Patterns of Algorithms"
"2","chapter-16","Patterns of Algorithms"
") co-","chapter-16","Patterns of Algorithms"
"efficient multiplications. However, if we evaluate both polynomials (at the same","chapter-16","Patterns of Algorithms"
"points), we can simply multiply the corresponding pairs of values to get the corre-","chapter-16","Patterns of Algorithms"
"sponding values for polynomial AB.","chapter-16","Patterns of Algorithms"
"Example 16.5 Polynomial A: x","chapter-16","Patterns of Algorithms"
"2 + 1.","chapter-16","Patterns of Algorithms"
"Polynomial B: 2x","chapter-16","Patterns of Algorithms"
"2 − x + 1.","chapter-16","Patterns of Algorithms"
"Polynomial AB: 2x","chapter-16","Patterns of Algorithms"
"4 − x","chapter-16","Patterns of Algorithms"
"3 + 3x","chapter-16","Patterns of Algorithms"
"2 − x + 1.","chapter-16","Patterns of Algorithms"
"When we multiply the evaluations of A and B at points 0, 1, and -1, we","chapter-16","Patterns of Algorithms"
"get the following results.","chapter-16","Patterns of Algorithms"
"AB(−1) = (2)(4) = 8","chapter-16","Patterns of Algorithms"
"AB(0) = (1)(1) = 1","chapter-16","Patterns of Algorithms"
"AB(1) = (2)(2) = 4","chapter-16","Patterns of Algorithms"
"These results are the same as when we evaluate polynomial AB at these","chapter-16","Patterns of Algorithms"
"points.","chapter-16","Patterns of Algorithms"
"Note that evaluating any polynomial at 0 is easy. If we evaluate at 1 and -","chapter-16","Patterns of Algorithms"
"1, we can share a lot of the work between the two evaluations. But we would","chapter-16","Patterns of Algorithms"
"need five points to nail down polynomial AB, since it is a degree-4 polynomial.","chapter-16","Patterns of Algorithms"
"Fortunately, we can speed processing for any pair of values c and −c. This seems","chapter-16","Patterns of Algorithms"
"to indicate some promising ways to speed up the process of evaluating polynomials.","chapter-16","Patterns of Algorithms"
"But, evaluating two points in roughly the same time as evaluating one point only","chapter-16","Patterns of Algorithms"
"speeds the process by a constant factor. Is there some way to generalized these","chapter-16","Patterns of Algorithms"
"Sec. 16.3 Numerical Algorithms 529","chapter-16","Patterns of Algorithms"
"observations to speed things up further? And even if we do find a way to evaluate","chapter-16","Patterns of Algorithms"
"many points quickly, we will also need to interpolate the five values to get the","chapter-16","Patterns of Algorithms"
"coefficients of AB back.","chapter-16","Patterns of Algorithms"
"So we see that we could multiply two polynomials in less than Θ(n","chapter-16","Patterns of Algorithms"
"2","chapter-16","Patterns of Algorithms"
") operations","chapter-16","Patterns of Algorithms"
"if a fast way could be found to do evaluation/interpolation of 2n−1 points. Before","chapter-16","Patterns of Algorithms"
"considering further how this might be done, first observe again the relationship","chapter-16","Patterns of Algorithms"
"between evaluating a polynomial at values c and −c. In general, we can write","chapter-16","Patterns of Algorithms"
"Pa(x) = Ea(x) + Oa(x) where Ea is the even powers and Oa is the odd powers.","chapter-16","Patterns of Algorithms"
"So,","chapter-16","Patterns of Algorithms"
"Pa(x) =","chapter-16","Patterns of Algorithms"
"n/","chapter-16","Patterns of Algorithms"
"X","chapter-16","Patterns of Algorithms"
"2−1","chapter-16","Patterns of Algorithms"
"i=0","chapter-16","Patterns of Algorithms"
"a2ix","chapter-16","Patterns of Algorithms"
"2i +","chapter-16","Patterns of Algorithms"
"n/","chapter-16","Patterns of Algorithms"
"X","chapter-16","Patterns of Algorithms"
"2−1","chapter-16","Patterns of Algorithms"
"i=0","chapter-16","Patterns of Algorithms"
"a2i+1x","chapter-16","Patterns of Algorithms"
"2i+1","chapter-16","Patterns of Algorithms"
"The significance is that when evaluating the pair of values c and −c, we get","chapter-16","Patterns of Algorithms"
"Ea(c) + Oa(c) = Ea(c) − Oa(−c)","chapter-16","Patterns of Algorithms"
"Oa(c) = −Oa(−c)","chapter-16","Patterns of Algorithms"
"Thus, we only need to compute the Es and Os once instead of twice to get both","chapter-16","Patterns of Algorithms"
"evaluations.","chapter-16","Patterns of Algorithms"
"The key to fast polynomial multiplication is finding the right points to use for","chapter-16","Patterns of Algorithms"
"evaluation/interpolation to make the process efficient. In particular, we want to take","chapter-16","Patterns of Algorithms"
"advantage of symmetries, such as the one we see for evaluating x and −x. But we","chapter-16","Patterns of Algorithms"
"need to find even more symmetries between points if we want to do more than cut","chapter-16","Patterns of Algorithms"
"the work in half. We have to find symmetries not just between pairs of values, but","chapter-16","Patterns of Algorithms"
"also further symmetries between pairs of pairs, and then pairs of pairs of pairs, and","chapter-16","Patterns of Algorithms"
"so on.","chapter-16","Patterns of Algorithms"
"Recall that a complex number z has a real component and an imaginary compo-","chapter-16","Patterns of Algorithms"
"nent. We can consider the position of z on a number line if we use the y dimension","chapter-16","Patterns of Algorithms"
"for the imaginary component. Now, we will define a primitive nth root of unity if","chapter-16","Patterns of Algorithms"
"1. z","chapter-16","Patterns of Algorithms"
"n = 1 and","chapter-16","Patterns of Algorithms"
"2. z","chapter-16","Patterns of Algorithms"
"k 6= 1 for 0 < k < n.","chapter-16","Patterns of Algorithms"
"z","chapter-16","Patterns of Algorithms"
"0","chapter-16","Patterns of Algorithms"
", z1","chapter-16","Patterns of Algorithms"
", ..., zn−1","chapter-16","Patterns of Algorithms"
"are called the nth roots of unity. For example, when n = 4, then","chapter-16","Patterns of Algorithms"
"z = i or z = −i. In general, we have the identities e","chapter-16","Patterns of Algorithms"
"iπ = −1, and z","chapter-16","Patterns of Algorithms"
"j = e","chapter-16","Patterns of Algorithms"
"2πij/n =","chapter-16","Patterns of Algorithms"
"−1","chapter-16","Patterns of Algorithms"
"2j/n. The significance is that we can find as many points on a unit circle as we","chapter-16","Patterns of Algorithms"
"would need (see Figure 16.6). But these points are special in that they will allow","chapter-16","Patterns of Algorithms"
"us to do just the right computation necessary to get the needed symmetries to speed","chapter-16","Patterns of Algorithms"
"up the overall process of evaluating many points at once.","chapter-16","Patterns of Algorithms"
"The next step is to define how the computation is done. Define an n × n matrix","chapter-16","Patterns of Algorithms"
"Az with row i and column j as","chapter-16","Patterns of Algorithms"
"Az = (z","chapter-16","Patterns of Algorithms"
"ij ).","chapter-16","Patterns of Algorithms"
"530 Chap. 16 Patterns of Algorithms","chapter-16","Patterns of Algorithms"
"−i","chapter-16","Patterns of Algorithms"
"1","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"−i","chapter-16","Patterns of Algorithms"
"1","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"−1 −1","chapter-16","Patterns of Algorithms"
"Figure 16.6 Examples of the 4th and 8th roots of unity.","chapter-16","Patterns of Algorithms"
"The idea is that there is a row for each root (row i for z","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
") while the columns corre-","chapter-16","Patterns of Algorithms"
"spond to the power of the exponent of the x value in the polynomial. For example,","chapter-16","Patterns of Algorithms"
"when n = 4 we have z = i. Thus, the Az array appears as follows.","chapter-16","Patterns of Algorithms"
"Az =","chapter-16","Patterns of Algorithms"
"1 1 1 1","chapter-16","Patterns of Algorithms"
"1 i −1 −i","chapter-16","Patterns of Algorithms"
"1 −1 1 −1","chapter-16","Patterns of Algorithms"
"1 −i −1 i","chapter-16","Patterns of Algorithms"
"Let a = [a0, a1, ..., an−1]","chapter-16","Patterns of Algorithms"
"T be a vector that stores the coefficients for the polyno-","chapter-16","Patterns of Algorithms"
"mial being evaluated. We can then do the calculations to evaluate the polynomial","chapter-16","Patterns of Algorithms"
"at the nth roots of unity by multiplying the Az matrix by the coefficient vector. The","chapter-16","Patterns of Algorithms"
"resulting vector Fz is called the Discrete Fourier Transform for the polynomial.","chapter-16","Patterns of Algorithms"
"Fz = Aza = b.","chapter-16","Patterns of Algorithms"
"bi =","chapter-16","Patterns of Algorithms"
"nX−1","chapter-16","Patterns of Algorithms"
"k=0","chapter-16","Patterns of Algorithms"
"akz","chapter-16","Patterns of Algorithms"
"ik","chapter-16","Patterns of Algorithms"
".","chapter-16","Patterns of Algorithms"
"When n = 8, then z =","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i, since √","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"8","chapter-16","Patterns of Algorithms"
"= 1. So, the corresponding matrix is as","chapter-16","Patterns of Algorithms"
"follows.","chapter-16","Patterns of Algorithms"
"Az =","chapter-16","Patterns of Algorithms"
"1 1 1 1 1 1 1 1","chapter-16","Patterns of Algorithms"
"1","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i i i√","chapter-16","Patterns of Algorithms"
"i −1 −","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −i −i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"1 i −1 −i 1 i −1 −i","chapter-16","Patterns of Algorithms"
"1 i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −1 −i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i i −","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"1 −1 1 −1 1 −1 1 −1","chapter-16","Patterns of Algorithms"
"1 −","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i i −i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −1","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −i i√","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"1 −i −1 i 1 −i −1 i","chapter-16","Patterns of Algorithms"
"1 −i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −i −","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i −1 i","chapter-16","Patterns of Algorithms"
"√","chapter-16","Patterns of Algorithms"
"i i √","chapter-16","Patterns of Algorithms"
"i","chapter-16","Patterns of Algorithms"
"We still have two problems. We need to be able to multiply this matrix and","chapter-16","Patterns of Algorithms"
"the vector faster than just by performing a standard matrix-vector multiplication,","chapter-16","Patterns of Algorithms"
"Sec. 16.3 Numerical Algorithms 531","chapter-16","Patterns of Algorithms"
"otherwise the cost is still n","chapter-16","Patterns of Algorithms"
"2 multiplies to do the evaluation. Even if we can mul-","chapter-16","Patterns of Algorithms"
"tiply the matrix and vector cheaply, we still need to be able to reverse the process.","chapter-16","Patterns of Algorithms"
"That is, after transforming the two input polynomials by evaluating them, and then","chapter-16","Patterns of Algorithms"
"pair-wise multiplying the evaluated points, we must interpolate those points to get","chapter-16","Patterns of Algorithms"
"the resulting polynomial back that corresponds to multiplying the original input","chapter-16","Patterns of Algorithms"
"polynomials.","chapter-16","Patterns of Algorithms"
"The interpolation step is nearly identical to the evaluation step.","chapter-16","Patterns of Algorithms"
"F","chapter-16","Patterns of Algorithms"
"−1","chapter-16","Patterns of Algorithms"
"z = A","chapter-16","Patterns of Algorithms"
"−1","chapter-16","Patterns of Algorithms"
"z","chapter-16","Patterns of Algorithms"
"b","chapter-16","Patterns of Algorithms"
"0 = a","chapter-16","Patterns of Algorithms"
"0","chapter-16","Patterns of Algorithms"
".","chapter-16","Patterns of Algorithms"
"We need to find A−1","chapter-16","Patterns of Algorithms"
"z","chapter-16","Patterns of Algorithms"
". This turns out to be simple to compute, and is defined as","chapter-16","Patterns of Algorithms"
"follows.","chapter-16","Patterns of Algorithms"
"A","chapter-16","Patterns of Algorithms"
"−1","chapter-16","Patterns of Algorithms"
"z =","chapter-16","Patterns of Algorithms"
"1","chapter-16","Patterns of Algorithms"
"n","chapter-16","Patterns of Algorithms"
"A1/z.","chapter-16","Patterns of Algorithms"
"In other words, interpolation (the inverse transformation) requires the same com-","chapter-16","Patterns of Algorithms"
"putation as evaluation, except that we substitute 1/z for z (and multiply by 1/n at","chapter-16","Patterns of Algorithms"
"the end). So, if we can do one fast, we can do the other fast.","chapter-16","Patterns of Algorithms"
"If you examine the example Az matrix for n = 8, you should see that there","chapter-16","Patterns of Algorithms"
"are symmetries within the matrix. For example, the top half is identical to the","chapter-16","Patterns of Algorithms"
"bottom half with suitable sign changes on some rows and columns. Likewise for the","chapter-16","Patterns of Algorithms"
"left and right halves. An efficient divide and conquer algorithm exists to perform","chapter-16","Patterns of Algorithms"
"both the evaluation and the interpolation in Θ(n log n) time. This is called the","chapter-16","Patterns of Algorithms"
"Discrete Fourier Transform (DFT). It is a recursive function that decomposes","chapter-16","Patterns of Algorithms"
"the matrix multiplications, taking advantage of the symmetries made available by","chapter-16","Patterns of Algorithms"
"doing evaluation at the nth roots of unity. The algorithm is as follows.","chapter-16","Patterns of Algorithms"
"Fourier Transform(double *Polynomial, int n) {","chapter-16","Patterns of Algorithms"
"// Compute the Fourier transform of Polynomial","chapter-16","Patterns of Algorithms"
"// with degree n. Polynomial is a list of","chapter-16","Patterns of Algorithms"
"// coefficients indexed from 0 to n-1. n is","chapter-16","Patterns of Algorithms"
"// assumed to be a power of 2.","chapter-16","Patterns of Algorithms"
"double Even[n/2], Odd[n/2], List1[n/2], List2[n/2];","chapter-16","Patterns of Algorithms"
"if (n==1) return Polynomial[0];","chapter-16","Patterns of Algorithms"
"for (j=0; j<=n/2-1; j++) {","chapter-16","Patterns of Algorithms"
"Even[j] = Polynomial[2j];","chapter-16","Patterns of Algorithms"
"Odd[j] = Polynomial[2j+1];","chapter-16","Patterns of Algorithms"
"}","chapter-16","Patterns of Algorithms"
"List1 = Fourier Transform(Even, n/2);","chapter-16","Patterns of Algorithms"
"List2 = Fourier Transform(Odd, n/2);","chapter-16","Patterns of Algorithms"
"for (j=0; j<=n-1, J++) {","chapter-16","Patterns of Algorithms"
"Imaginary z = pow(E, 2*i*PI*j/n);","chapter-16","Patterns of Algorithms"
"k = j % (n/2);","chapter-16","Patterns of Algorithms"
"Polynomial[j] = List1[k] + z*List2[k];","chapter-16","Patterns of Algorithms"
"}","chapter-16","Patterns of Algorithms"
"return Polynomial;","chapter-16","Patterns of Algorithms"
"}","chapter-16","Patterns of Algorithms"
"532 Chap. 16 Patterns of Algorithms","chapter-16","Patterns of Algorithms"
"Thus, the full process for multiplying polynomials A and B using the Fourier","chapter-16","Patterns of Algorithms"
"transform is as follows.","chapter-16","Patterns of Algorithms"
"1. Represent an n − 1-degree polynomial as 2n − 1 coefficients:","chapter-16","Patterns of Algorithms"
"[a0, a1, ..., an−1, 0, ..., 0]","chapter-16","Patterns of Algorithms"
"2. Perform Fourier Transform on the representations for A and B","chapter-16","Patterns of Algorithms"
"3. Pairwise multiply the results to get 2n − 1 values.","chapter-16","Patterns of Algorithms"
"4. Perform the inverse Fourier Transform to get the 2n − 1 degree poly-","chapter-16","Patterns of Algorithms"
"nomial AB.","chapter-16","Patterns of Algorithms"
"16.4 Further Reading","chapter-16","Patterns of Algorithms"
"For further information on Skip Lists, see “Skip Lists: A Probabilistic Alternative","chapter-16","Patterns of Algorithms"
"to Balanced Trees” by William Pugh [Pug90].","chapter-16","Patterns of Algorithms"
"16.5 Exercises","chapter-16","Patterns of Algorithms"
"16.1 Solve Towers of Hanoi using a dynamic programming algorithm.","chapter-16","Patterns of Algorithms"
"16.2 There are six possible permutations of the lines","chapter-16","Patterns of Algorithms"
"for (int k=0; k<G.n(); k++)","chapter-16","Patterns of Algorithms"
"for (int i=0; i<G.n(); i++)","chapter-16","Patterns of Algorithms"
"for (int j=0; j<G.n(); j++)","chapter-16","Patterns of Algorithms"
"in Floyd’s algorithm. Which ones give a correct algorithm?","chapter-16","Patterns of Algorithms"
"16.3 Show the result of running Floyd’s all-pairs shortest-paths algorithm on the","chapter-16","Patterns of Algorithms"
"graph of Figure 11.26.","chapter-16","Patterns of Algorithms"
"16.4 The implementation for Floyd’s algorithm given in Section 16.1.2 is ineffi-","chapter-16","Patterns of Algorithms"
